File_Name	Description	Category	Status	Parent_Core
ripperdoc_table.tsv	services, clinics, ripperdocs, black market, fixers, medtech, surgery, providers, street docs, medical, healing, bribery, employment, hire, mercenaries, bribes, gigs, street services, underworld, favors, insurance, trauma team, aftercare, ripperdoc table	services_core	Canon	services_core
road_encounters.tsv	encounters, events, story hooks, jobs, missions, random events, complications, story seeds, scenario, gigs, happenings, meetups, situations, street action, adventure hooks, jobs board, quest, run, plot twist, distractions, encounters, events, meetings, situations, random, scenarios, street action, jobs, runs, mission, story hook, plot, complication, adventure, road encounters	encounters_core	Canon	encounters_core
rockerboy_role.tsv	roles, classes, character classes, jobs, archetypes, professions, templates, PC roles, playbooks, specializations, career paths, builds, backgrounds, character types, role, class, archetype, build, profession, job, specialization, background, playbook, path, character type, PC role, template, occupation, rockerboy role	roles_core	Canon	roles_core
roles_core.tsv	roles, classes, character classes, jobs, archetypes, professions, templates, PC roles, playbooks, specializations, career paths, builds, backgrounds, character types, role, class, archetype, build, profession, job, specialization, background, playbook, path, character type, PC role, template, occupation, roles core	roles_core	Root	
roles_table.tsv	roles, classes, character classes, jobs, archetypes, professions, templates, PC roles, playbooks, specializations, career paths, builds, backgrounds, character types, role, class, archetype, build, profession, job, specialization, background, playbook, path, character type, PC role, template, occupation, roles table	roles_core	Canon	roles_core
rules_checklists.tsv	rules checklists	system_core	Canon	system_core
scenario_generator.tsv	scenario generator, adventure maker, mission creator, plot builder, story creator, one-shot generator, game scenario generator, random scenario, campaign creator		Reference	
scenario_jobs.tsv	encounters, events, story hooks, jobs, missions, random events, complications, story seeds, scenario, gigs, happenings, meetups, situations, street action, adventure hooks, jobs board, quest, run, plot twist, distractions, scenario jobs		Reference	
scenario_timeline_table.tsv	encounters, events, story hooks, jobs, missions, random events, complications, story seeds, scenario, gigs, happenings, meetups, situations, street action, adventure hooks, jobs board, quest, run, plot twist, distractions, scenario timeline table	campaigns_core	Canon	campaigns_core
scenario_timeline_table.tsv	encounters, events, story hooks, jobs, missions, random events, complications, story seeds, scenario, gigs, happenings, meetups, situations, street action, adventure hooks, jobs board, quest, run, plot twist, distractions, scenario timeline table	campaigns_core	Canon	campaigns_core
service_price_table.tsv	services, clinics, ripperdocs, black market, fixers, medtech, surgery, providers, street docs, medical, healing, bribery, employment, hire, mercenaries, bribes, gigs, street services, underworld, favors, insurance, trauma team, aftercare, service price table	services_core	Canon	services_core
services_core.tsv	services, clinics, ripperdocs, black market, fixers, medtech, surgery, providers, street docs, medical, healing, bribery, employment, hire, mercenaries, bribes, gigs, street services, underworld, favors, insurance, trauma team, aftercare, services core	services_core	Root	
session_guidelines.md		reference	Reference	
setting_core.tsv	setting, regions, locations, factions, politics, districts, neighborhoods, hot zones, city, towns, landmarks, corp turf, territory, places, area, POI, night city, locale, power, political, turf war, map, environment, setting, region, locale, location, map, city, district, area, turf, landmark, point of interest, night city, hot zone, neighborhood, political, environment, corp turf, setting core	setting_core	Root	
social_encounters.tsv	encounters, events, story hooks, jobs, missions, random events, complications, story seeds, scenario, gigs, happenings, meetups, situations, street action, adventure hooks, jobs board, quest, run, plot twist, distractions, encounters, events, meetings, situations, random, scenarios, street action, jobs, runs, mission, story hook, plot, complication, adventure, social encounters	encounters_core	Canon	encounters_core
solo_jobs.tsv	encounters, events, story hooks, jobs, missions, random events, complications, story seeds, scenario, gigs, happenings, meetups, situations, street action, adventure hooks, jobs board, quest, run, plot twist, distractions, solo jobs		Reference	
solo_role.tsv	roles, classes, character classes, jobs, archetypes, professions, templates, PC roles, playbooks, specializations, career paths, builds, backgrounds, character types, role, class, archetype, build, profession, job, specialization, background, playbook, path, character type, PC role, template, occupation, solo role	roles_core	Canon	roles_core
story_hooks.tsv	encounters, events, story hooks, jobs, missions, random events, complications, story seeds, scenario, gigs, happenings, meetups, situations, street action, adventure hooks, jobs board, quest, run, plot twist, distractions, story hooks	campaigns_core	Canon	campaigns_core
story_hooks.tsv	encounters, events, story hooks, jobs, missions, random events, complications, story seeds, scenario, gigs, happenings, meetups, situations, street action, adventure hooks, jobs board, quest, run, plot twist, distractions, story hooks	campaigns_core	Canon	campaigns_core
street_events.tsv	encounters, events, story hooks, jobs, missions, random events, complications, story seeds, scenario, gigs, happenings, meetups, situations, street action, adventure hooks, jobs board, quest, run, plot twist, distractions, street events	encounters_core	Canon	encounters_core
street_jobs.tsv	encounters, events, story hooks, jobs, missions, random events, complications, story seeds, scenario, gigs, happenings, meetups, situations, street action, adventure hooks, jobs board, quest, run, plot twist, distractions, street jobs		Reference	
system_core.tsv	system, rules, configs, global mechanics, meta, settings, rulebook, configuration, options, parameters, game engine, core system, system core	system_core	Root	
team_gen_table.tsv	team gen table	setting_core	Canon	setting_core
techie_role.tsv	roles, classes, character classes, jobs, archetypes, professions, templates, PC roles, playbooks, specializations, career paths, builds, backgrounds, character types, role, class, archetype, build, profession, job, specialization, background, playbook, path, character type, PC role, template, occupation, techie role	roles_core	Canon	roles_core
trauma_team_jobs.tsv	encounters, events, story hooks, jobs, missions, random events, complications, story seeds, scenario, gigs, happenings, meetups, situations, street action, adventure hooks, jobs board, quest, run, plot twist, distractions, trauma team jobs		Reference	
update_guidelines.md		reference	Reference	
urban_encounters.tsv	encounters, events, story hooks, jobs, missions, random events, complications, story seeds, scenario, gigs, happenings, meetups, situations, street action, adventure hooks, jobs board, quest, run, plot twist, distractions, encounters, events, meetings, situations, random, scenarios, street action, jobs, runs, mission, story hook, plot, complication, adventure, urban encounters	encounters_core	Canon	encounters_core
utility_items_table.tsv	gear, equipment, items, tools, cyberware, armor, gadgets, supplies, tech, personal gear, cyberpets, utility items, medical supplies, novelty items, wearables, upgrades, enhancements, loot, swag, chrome, junk, mods, loot, loadout, inventory, street gear, utility items table	gear_core	Canon	gear_core
vector_cache.py	vector search, semantic cache, memory module, LLM cache, embedding store, similarity search, fast recall, semantic memory	system	Reference	
vehicle_catalog.tsv	vehicles, cars, motorcycles, AVs, trucks, bikes, rides, chases, combat vehicles, ACPA, mechs, mods, upgrades, transport, wheels, rides, getaway, armored vehicle, hovercar, chase rules, vehicle, car, bike, motorcycle, AV, truck, ride, chase, transport, wheels, combat vehicle, ACPA, mech, upgrade, mod, getaway, vehicle catalog	vehicle_core	Canon	vehicle_core
vehicle_chase_rules.tsv	vehicles, cars, motorcycles, AVs, trucks, bikes, rides, chases, combat vehicles, ACPA, mechs, mods, upgrades, transport, wheels, rides, getaway, armored vehicle, hovercar, chase rules, vehicle, car, bike, motorcycle, AV, truck, ride, chase, transport, wheels, combat vehicle, ACPA, mech, upgrade, mod, getaway, vehicle chase rules	vehicle_core	Canon	vehicle_core
vehicle_combat_table.tsv	vehicles, cars, motorcycles, AVs, trucks, bikes, rides, chases, combat vehicles, ACPA, mechs, mods, upgrades, transport, wheels, rides, getaway, armored vehicle, hovercar, chase rules, vehicle, car, bike, motorcycle, AV, truck, ride, chase, transport, wheels, combat vehicle, ACPA, mech, upgrade, mod, getaway, vehicle combat table	vehicle_core	Canon	vehicle_core
vehicle_core.tsv	vehicles, cars, motorcycles, AVs, trucks, bikes, rides, chases, combat vehicles, ACPA, mechs, mods, upgrades, transport, wheels, rides, getaway, armored vehicle, hovercar, chase rules, vehicle, car, bike, motorcycle, AV, truck, ride, chase, transport, wheels, combat vehicle, ACPA, mech, upgrade, mod, getaway, vehicle core	vehicle_core	Root	
vehicle_mods_table.tsv	vehicles, cars, motorcycles, AVs, trucks, bikes, rides, chases, combat vehicles, ACPA, mechs, mods, upgrades, transport, wheels, rides, getaway, armored vehicle, hovercar, chase rules, vehicle, car, bike, motorcycle, AV, truck, ride, chase, transport, wheels, combat vehicle, ACPA, mech, upgrade, mod, getaway, vehicle mods table	vehicle_core	Canon	vehicle_core
vehicles_table.tsv	vehicles, cars, motorcycles, AVs, trucks, bikes, rides, chases, combat vehicles, ACPA, mechs, mods, upgrades, transport, wheels, rides, getaway, armored vehicle, hovercar, chase rules, vehicle, car, bike, motorcycle, AV, truck, ride, chase, transport, wheels, combat vehicle, ACPA, mech, upgrade, mod, getaway, vehicles table	vehicle_core	Canon	vehicle_core
virtuality_overlay_table.tsv	cyberdecks, netrunner, netrunning, VR, AR, ICE, programs, virtuality, hacking, matrix, cyberspace, net combat, interface plugs, virtual reality, AI, deck, brain dance, net tools, neural link, cybermodem, net ops, deckers, net gear, virtuality overlay table	cyberdecks_virtuality_core	Canon	cyberdecks_virtuality_core
vr_deck_mod_table.tsv	vehicles, cars, motorcycles, AVs, trucks, bikes, rides, chases, combat vehicles, ACPA, mechs, mods, upgrades, transport, wheels, rides, getaway, armored vehicle, hovercar, chase rules, vr deck mod table	cyberdecks_virtuality_core	Canon	cyberdecks_virtuality_core
vtt_module_table.tsv	vehicles, cars, motorcycles, AVs, trucks, bikes, rides, chases, combat vehicles, ACPA, mechs, mods, upgrades, transport, wheels, rides, getaway, armored vehicle, hovercar, chase rules, vtt module table	assets_core	Canon	assets_core
vtt_plugin_table.tsv	plugins, macros, scripts, API, integration, extensions, add-ons, external tools, VTT, automation, mod, custom features, external integration, macro scripts, plugin tools, plugin, macro, script, API, integration, automation, extension, addon, VTT, mod, tool, macro script, plugin feature, external tool, vtt plugin table	plugins_core	Canon	plugins_core
weapon_mods_table.tsv	weapons, guns, firearms, ranged weapons, melee weapons, explosives, pistols, rifles, SMGs, shotguns, heavy weapons, grenades, ordnance, ammo, blades, bows, clubs, shooters, armament, pew-pew, firepower, weapon mods, gunplay, weapon mods table	weapons_core	Canon	weapons_core
weapons_core.tsv	weapons, guns, firearms, ranged weapons, melee weapons, explosives, pistols, rifles, SMGs, shotguns, heavy weapons, grenades, ordnance, ammo, blades, bows, clubs, shooters, armament, pew-pew, firepower, weapon mods, gunplay, weapons, guns, shooters, firepower, armament, ranged, melee, ammo, explosives, pew pew, arms, pistols, rifles, blades, grenades, big iron, boomsticks, ordnance, weapons core	weapons_core	Root	
weapons_table.tsv	weapons, guns, firearms, ranged weapons, melee weapons, explosives, pistols, rifles, SMGs, shotguns, heavy weapons, grenades, ordnance, ammo, blades, bows, clubs, shooters, armament, pew-pew, firepower, weapon mods, gunplay, weapons, guns, shooters, firepower, armament, ranged, melee, ammo, explosives, pew pew, arms, pistols, rifles, blades, grenades, big iron, boomsticks, ordnance, weapons table	weapons_core	Canon	weapons_core
